Alpheratz,2.07,29.09,2.1,25988.521,952.9558,14468.802
,2.07,-46.88,340.65,33638.895,-11813.138,-38072.83
Saiph,2.07,-9.67,87.0,11414.294,217797.62,-37162.4
Kochab,2.07,74.16,222.75,-7770.854,-7183.3022,37297.812
Rasalhague,2.08,12.56,263.7,-1533.7904,-13892.8955,3114.0535
Algol,2.09,40.96,47.100002,14630.097,15743.859,18656.44
,2.1,42.33,30.9,69023.516,41309.72,73272.625
Denebola,2.14,14.57,177.29999,-10721.441,505.61218,2789.8296
,2.15,60.72,14.25,89103.33,22629.361,163954.97
,2.2,-48.96,190.34999,-25823.174,-4716.147,-30154.967
,2.21,-59.28,139.2,-82101.47,70868.1,-182517.39
,2.21,-40.0,120.90001,-168837.47,282106.8,-275871.6
Alphekka,2.22,26.71,233.7,-12115.751,-16493.6,10297.47
,2.23,40.26,305.55002,207330.98,-290131.25,301989.5
,2.23,-43.43,136.95,-93268.336,87126.445,-120822.445
Etamin,2.24,51.49,269.1,-442.55298,-28171.49,35408.105
Shedir,2.24,56.54,10.2,38028.273,6842.3657,58465.707
,2.25,54.93,201.0,-12852.471,-4933.6,19610.078
,2.25,-0.3,82.950005,34475.9,278772.4,-1470.8063
Caph,2.27,59.15,2.25,8557.027,336.20654,14337.163
,2.29,-53.47,204.9,-62203.29,-28873.795,-92576.445
,2.29,-34.29,252.6,-4956.1504,-15815.106,-11301.441
,2.29,-22.62,240.15001,-56580.48,-98595.47,-47365.66
,2.3,-47.39,220.5,-86522.16,-73896.88,-123695.97
,2.33,-42.16,218.85,-54618.055,-43992.57,-63502.547
Izar,2.35,27.07,221.25,-43054.04,-37757.383,29266.11
Merak,2.37,56.38,165.45,-13049.772,3387.0544,20276.928
Enif,2.38,9.88,326.1,168602.11,-113295.9,35379.14
,2.39,-39.03,265.65,-8381.486,-110183.81,-89578.68
Ankaa,2.4,-42.31,6.6,17432.36,2016.9928,-15973.649
Phad,2.41,53.69,178.5,-15183.542,397.5951,20669.408
Alderamin,2.44,62.59,319.65,5248.535,-4458.9644,13280.517
Scheat,2.44,28.08,345.9,52275.293,-13130.659,28755.309
,2.45,33.97,311.55002,12151.107,-13710.197,12342.981
,2.45,-29.3,111.0,-306393.1,798181.4,-479785.72
,2.47,-55.01,140.55,-73189.34,60225.434,-135414.19
Markab,2.49,15.21,346.2,40117.945,-9853.8955,11231.53
,2.54,-10.57,249.30002,-48803.09,-129153.76,-25763.68
Menkar,2.54,4.09,45.6,47093.043,48089.832,4812.8965
,2.55,-47.29,208.95001,-69989.125,-38715.812,-86647.19
,2.56,-19.81,241.35,-73346.3,-134247.78,-55105.477
,2.56,20.52,168.59999,-16240.708,3274.7024,6200.953
Arneb,2.58,-17.82,83.25,44054.348,372213.28,-120483.086
,2.58,-17.54,183.90001,-48097.664,-3278.9714,-15237.349
,2.58,-50.72,182.1,-76687.81,-2812.0164,-93823.96
,2.6,-29.88,285.6,6367.9478,-22807.4,-13605.434
,2.61,-9.38,229.2,-31634.633,-36649.08,-7997.5034
,2.64,20.81,28.65,14987.17,8188.245,6490.7847
Unukalhai,2.64,6.43,236.09999,-12442.612,-18516.559,2514.1584
,2.65,37.21,90.0,-0.0018489087,42298.098,32117.643
,2.65,-34.07,84.899994,6055.823,67854.11,-46071.293
,2.65,-23.4,188.54999,-38879.664,-5845.283,-17013.814
,2.66,60.24,21.449999,14081.396,5532.619,26460.06
,2.68,-43.13,224.7,-83263.69,-82396.29,-109733.63
,2.68,18.4,208.65,-9442.821,-5159.088,3579.4602
,2.69,33.17,74.25,35669.625,126474.914,85893.16
,2.69,-69.14,189.3,-32933.707,-5393.104,-87576.96
,2.69,-49.42,161.7,-21918.98,7249.009,-26954.596
,2.7,-37.3,262.65,-16178.651,-125425.234,-96340.04
,2.71,-37.1,109.35,-88680.99,252526.55,-202418.5
,2.72,10.61,296.55002,62051.945,-124185.375,26005.518
,2.72,-29.83,275.25,7439.296,-80961.51,-46618.977
,2.73,-3.69,243.59999,-23157.418,-46650.277,-3358.8499
,2.74,61.51,246.0,-5219.019,-11722.108,23642.42
,2.74,-64.39,160.8,-54939.684,19132.02,-121367.48
,2.75,-36.71,200.1,-13528.624,-4950.7754,-10741.837
,2.75,-16.04,222.75,-16704.74,-15441.7,-6540.2188
,2.75,-5.91,83.850006,43317.56,402012.34,-41855.746
,2.76,4.57,265.8,-1835.3629,-24992.773,2003.0807
,2.78,21.49,247.5,-16133.984,-38950.867,16598.812
,2.78,14.39,258.6,-22444.395,-111311.84,29134.092
,2.79,-5.09,76.950005,6126.5693,26431.838,-2416.7434
,2.79,52.3,262.65,-8672.906,-67236.836,87715.04
,2.79,-58.75,183.75,-57776.31,-3786.8567,-95416.72
,2.8,-41.17,233.85,-77225.42,-105708.57,-114484.15
,2.8,-77.26,6.4500003,1636.9099,185.05547,-7286.095
,2.81,-20.76,82.049995,6311.255,45193.02,-17297.367
,2.82,-28.22,249.0,-41602.91,-108379.35,-62299.094
,2.82,-25.42,277.05,2627.208,-21243.66,-10173.232
,2.83,-24.3,121.950005,-9274.544,14871.2295,-7913.423
Algenib,2.83,15.18,3.3,98422.305,5674.994,26748.22
,2.84,31.88,58.5,133637.28,218076.2,159076.36
,2.84,-63.43,238.8,-2852.3352,-4709.7646,-11009.923
,2.84,-55.53,261.3,-15824.154,-103411.055,-152386.27
,2.84,-49.88,262.95,-5875.5503,-47509.836,-56809.31
Vindemiatrix,2.85,10.96,195.6,-29644.39,-8276.866,5960.376
Alcyone,2.85,24.11,56.85,56271.773,86156.27,46053.133
,2.85,31.89,113.7,-5395.625,12291.581,8352.268
,2.86,45.13,296.25,16363.112,-33181.105,37164.72
,2.86,-61.57,29.7,9040.028,5156.342,-19223.674
,2.87,22.51,95.700005,-6520.883,65330.74,27208.777
,2.87,-68.68,229.79999,-13146.398,-15556.658,-52186.234
,2.87,-16.13,326.7,9490.335,-6233.9854,-3283.805
,2.87,-60.26,334.65,27301.379,-12934.474,-52878.58
,2.88,-21.02,287.4,37670.082,-120205.45,-48405.742
,2.88,-40.3,44.55,26881.85,26462.871,-31990.22
,2.89,-26.11,239.7,-63810.824,-109199.125,-61987.52
,2.89,38.32,193.95001,-25720.785,-6389.0815,20945.387
,2.89,8.29,111.75,-19137.316,47968.06,7524.9395
,2.9,-5.57,322.95,149034.39,-112509.49,-18210.736
,2.9,-25.59,245.25,-85045.2,-184477.22,-97283.2
,2.9,40.01,59.4,64339.844,108792.75,106094.87
,2.91,53.51,46.199997,32360.422,33745.133,63207.387
,2.91,31.6,250.35,-3093.2615,-8662.962,5659.0474
,2.92,-65.07,146.85,-175574.44,114673.945,-451153.75
,2.93,30.22,340.8,53760.375,-18721.35,33158.824
,2.94,-50.61,102.45,-7664.145,34714.07,-43294.742
,2.94,-16.52,187.5,-25616.475,-3372.4744,-7663.2344
,2.95,-0.32,331.5,204374.53,-110966.28,-1298.8406
,2.97,-13.51,59.55,33409.332,56831.15,-15839.103
,2.97,21.14,84.450005,11535.497,118714.8,46119.67
,2.97,23.77,146.40001,-58587.71,38925.566,30979.672
,2.98,-30.42,271.5,665.0075,-25395.744,-14916.62
,2.99,-23.17,199.79999,-35032.13,-12612.332,-15935.153
,2.99,13.86,286.35,6974.817,-23774.979,6113.324
,2.99,-40.13,266.85,-23084.611,-419465.9,-354133.78
,3.0,34.99,32.4,26361.352,16729.424,21853.55
,3.0,-37.36,328.5,42173.97,-25844.244,-37762.473
,3.0,71.83,230.25,-29367.787,-35310.918,139935.95
,3.0,-38.05,252.90001,-58324.87,-189587.88,-155252.11
,3.0,44.5,167.4,-31337.207,7004.7036,31554.936
,3.01,47.79,55.8,61105.223,89913.6,119850.625
,3.02,-15.73,257.55,-5351.786,-24240.41,-6991.7827
,3.02,-23.83,105.75,-195511.19,693230.3,-318128.75
,3.02,-30.06,95.100006,-7931.5557,88871.3,-51638.465
,3.02,-22.62,182.55,-85779.5,-3820.2185,-35777.133
,3.03,43.82,75.450005,113289.55,436486.62,432746.94
,3.04,38.31,217.95,-16161.706,-12604.21,16192.207
,3.04,-68.11,191.55,-34854.66,-7122.945,-88540.34
,3.05,-14.78,305.25,58868.586,-83297.11,-26911.37
,3.05,27.96,292.65,40205.73,-96350.98,55418.664
,3.06,25.13,100.95,-47638.137,246224.0,117638.805
,3.06,41.5,155.55,-52007.055,23646.188,50544.66
,3.07,67.66,288.15,3638.5532,-11099.358,28423.547
,3.1,-36.76,274.35,2778.2432,-36523.04,-27361.79
,3.11,-63.02,174.0,-56683.508,5957.6787,-111957.055
,3.11,5.95,133.8,-31811.633,33172.86,4790.1543
,3.11,-47.29,309.44998,13382.144,-16262.749,-22815.428
,3.11,-16.19,162.45,-38896.49,12301.346,-11844.424
,3.12,-55.99,254.7,-25985.424,-94986.68,-145943.19
,3.12,-35.77,87.75,839.6771,21371.225,-15408.287
,3.13,-42.1,224.84999,-86947.15,-86493.055,-110814.84
,3.14,24.84,258.75,-4261.3887,-21423.441,10111.462
,3.14,34.39,140.25,-43187.527,35918.688,38447.5
,3.14,48.04,134.84999,-6903.352,6939.5938,10886.477
,3.16,36.81,258.75,-17570.33,-88331.984,67399.88
,3.16,-57.03,142.8,-31595.738,23982.463,-61151.477
,3.17,65.71,257.25,-9457.076,-41794.277,94948.36
,3.17,51.68,143.25,-6702.098,5004.695,10583.715
,3.17,-26.99,281.4,12455.885,-61774.324,-32095.203
,3.17,-43.2,99.450005,-15523.422,93264.16,-88785.76
,3.18,41.23,76.65,11678.104,49210.004,44323.355
,3.19,-22.37,76.350006,15164.857,62445.55,-26446.936
,3.19,-37.04,267.45,-1381.4675,-31019.822,-23432.29
,3.19,-64.97,220.65,-5264.4297,-4520.1367,-14859.816
,3.19,9.38,254.4,-6983.3374,-25011.479,4289.6743
,3.19,6.96,72.45,2403.5073,7599.8174,973.0465
,3.21,77.63,354.9,2942.4531,-262.60748,13469.859
,3.21,30.23,318.3,29836.045,-26582.96,23285.598
,3.22,-40.65,230.4,-75681.04,-91482.61,-101943.29
,3.23,70.56,322.19998,47988.4,-37223.66,172076.9
,3.24,-0.82,302.85,47746.258,-73945.85,-1259.8173
,3.24,-4.69,244.65,-14064.464,-29686.523,-2694.9597
,3.25,-43.3,112.35,-15600.134,37942.707,-38659.586
,3.25,-25.28,226.04999,-56185.84,-58283.812,-38233.094
,3.25,32.69,284.69998,41548.84,-158374.88,105075.18
,3.26,-2.9,275.40002,1780.1388,-18831.795,-958.22974
,3.26,-74.24,56.85,9752.121,14931.224,-63191.695
,3.27,-15.82,343.65,45163.656,-13249.584,-13336.378
,3.27,-26.68,211.65,-23640.48,-14572.171,-13955.141
,3.27,-25.0,260.55002,-25699.842,-154404.22,-72990.414
,3.27,30.86,9.900001,26274.057,4585.557,15937.111
,3.27,-61.94,102.0,-2967.2754,13959.9375,-26773.7
,3.29,-70.04,153.45,-34662.008,17319.629,-106691.59
,3.29,58.97,231.3,-10097.793,-12604.111,26846.6
,3.29,-16.21,78.299995,11007.834,53154.81,-15780.843
,3.3,-55.05,68.55,11287.276,28727.92,-44162.863
,3.3,57.03,183.90001,-13557.202,-924.2378,20948.723
,3.3,-61.69,157.95,-67005.63,27140.08,-134207.36
,3.31,22.51,93.75,-6469.198,98700.84,40991.19
,3.31,-56.38,261.3,-29181.236,-190699.77,-290147.4
,3.32,38.84,46.35,53602.402,56189.793,62526.633
,3.32,-46.72,16.5,39932.95,11828.679,-44226.74
,3.32,-9.77,269.69998,-241.7025,-46160.043,-7948.445
,3.32,-27.67,286.80002,9448.134,-31293.678,-17140.203
,3.33,15.43,168.59999,-51470.8,10378.338,14492.339
,3.33,-43.24,258.0,-3324.5874,-15640.936,-15036.9795
,3.33,-62.47,63.6,10286.085,20721.182,-44382.785
,3.34,-24.86,117.3,-171961.53,333169.34,-173718.7
,3.35,60.72,127.5,-16765.28,21848.938,49115.836
,3.35,63.67,28.65,52741.426,28815.295,121442.46
,3.35,-2.4,81.149994,42461.754,272711.8,-11567.736
,3.36,12.9,101.25,-3335.52,16768.791,3915.8086
,3.36,3.11,291.3,5574.942,-14299.007,833.8703
,3.37,-0.6,203.7,-20555.498,-9023.231,-235.09174
,3.37,-44.69,230.7,-69595.984,-85029.66,-108697.516
,3.38,6.42,131.7,-27394.268,30746.658,4633.647
,3.39,9.93,83.850006,34150.566,316937.3,55806.61
,3.39,3.4,193.95001,-60133.3,-14937.202,3681.1511
,3.39,-61.33,154.2,-97501.96,47134.312,-198054.94
,3.39,58.2,332.7,104291.32,-53828.727,189288.11
,3.4,15.87,67.2,17027.006,40505.64,12491.455
,3.4,-15.73,257.55,-5351.786,-24240.41,-6991.7827
,3.41,-41.69,207.45,-96459.69,-50106.77,-96811.95
,3.41,-43.32,22.050001,48375.645,19594.154,-49218.836
,3.41,-52.1,228.0,-14649.358,-16269.757,-28122.96
,3.41,12.49,60.15,55160.37,96120.836,24548.71
,3.41,10.83,340.35,59143.895,-21118.377,12014.046
,3.42,29.58,28.2,15068.226,8079.5117,9704.931
,3.42,-66.2,311.25,11223.085,-12797.476,-38592.996
,3.42,27.72,266.55002,-447.47406,-7422.467,3907.269
,3.42,-38.4,240.0,-59282.49,-102680.31,-93973.42
,3.43,-58.97,137.70001,-48943.64,44535.266,-109999.93
,3.43,23.42,154.2,-65777.805,31798.248,31646.418
,3.43,-4.88,286.5,10863.818,-36675.66,-3265.8005
,3.43,61.84,311.25,4462.1577,-5088.1157,12642.619
,3.45,-10.18,17.1,33923.312,10436.174,-6373.2847
,3.45,42.91,154.2,-27167.9,13133.482,28050.969
,3.45,57.82,12.3,3096.1167,675.0626,5035.956
,3.46,-52.98,119.25,-34897.5,62313.99,-94709.22
,3.46,33.32,228.90001,-19659.912,-22536.586,19659.967
,3.46,-1.45,190.34999,-11633.783,-2124.705,-299.35248
,3.47,-42.47,207.45,-105747.99,-54931.66,-109079.23
,3.48,38.92,250.65,-8855.048,-25215.477,21579.861
,3.48,-51.32,342.15,23646.7,-7614.8965,-31030.783
,3.48,16.76,151.8,-551542.75,295734.66,188471.48
,3.48,24.6,342.45,31018.219,-9809.772,14894.524
,3.49,33.09,169.65001,-106484.27,19447.453,70537.484
,3.49,-27.93,105.450005,-87822.71,317754.88,-174771.31
,3.49,40.39,225.45,-35837.008,-36404.395,43460.49
,3.49,-15.94,25.95,3155.8,1535.7789,-1002.40186
,3.49,-45.97,276.75,6245.4023,-52767.113,-54965.71
,3.5,66.2,342.45,13609.031,-4303.9707,32362.123
,3.5,-32.51,102.45,-44020.312,199386.12,-130131.95
,3.51,19.49,299.69998,39247.77,-68808.71,28035.96
,3.52,-21.11,284.4,26485.137,-103152.95,-41115.824
,3.52,-1.45,190.34999,-11633.783,-2124.705,-299.35248
,3.52,33.36,282.45,48666.39,-220429.78,148620.88
,3.52,-54.57,149.25,-294797.6,175386.12,-482147.94
,3.52,9.89,145.34999,-33599.824,23222.275,7121.0537
,3.53,-9.77,55.8,5007.54,7368.371,-1534.0295
,3.53,19.18,67.2,17396.22,41383.97,15615.364
,3.53,21.98,110.100006,-5745.8135,15701.169,6748.3203
,3.53,6.2,332.55,26122.621,-13569.615,3197.8606
,3.53,9.19,124.2,-49411.04,72706.15,14222.082
,3.54,-15.4,264.44998,-3014.5205,-31023.09,-8585.432
,3.54,-3.43,237.45,-25650.541,-40185.848,-2857.4355
,3.54,-31.86,173.25,-33434.484,3957.2305,-20923.797
,3.55,-14.82,86.700005,1197.5676,20769.623,-5504.4536
,3.55,-33.8,64.5,19579.55,41049.375,-30446.064
,3.55,-46.06,214.79999,-61464.273,-42718.754,-77673.6
,3.56,-8.82,4.7999997,87452.03,7343.5513,-13617.302
,3.56,-38.02,253.05002,-36398.344,-119426.35,-97613.61
,3.56,-51.51,34.2,24440.658,16609.854,-37163.387
,3.56,3.24,40.8,19000.436,16400.736,1420.876
,3.56,-14.78,169.79999,-56812.37,10222.168,-15229.962
,3.56,-66.18,302.09998,1311.2855,-2090.37,-5589.5425
,3.57,-36.26,230.4,-51449.555,-62191.793,-59204.176
,3.57,30.37,217.95,-31037.203,-24205.33,23064.656
,3.57,47.16,135.90001,-63331.54,61372.5,95103.22
,3.57,72.73,275.25,218.9455,-2382.7737,7696.6265
,3.57,24.4,116.1,-17624.387,35975.863,18172.465
,3.58,-12.54,304.5,18422.441,-26804.82,-7234.475
,3.58,-22.45,86.1,563.86005,8270.994,-3425.4363
,3.58,16.54,109.5,-9251.037,26124.12,8230.235
,3.59,48.63,24.45,32067.926,14580.413,39999.37
,3.59,-6.84,79.35,31206.785,165950.84,-20254.834
,3.59,-60.4,185.4,-34388.074,-3250.626,-60803.773
,3.6,-60.68,262.80002,-3523.4714,-27891.246,-50055.684
,3.6,-52.92,130.05,-58872.707,70037.55,-121065.305
,3.6,33.96,103.200005,-11417.07,48676.906,33673.25
,3.6,-8.18,21.0,32444.523,12454.286,-4995.572
,3.6,-28.14,234.3,-30704.121,-42729.297,-28142.012
,3.61,-64.72,266.4,-3050.6528,-48488.727,-102874.44
,3.61,-71.55,195.6,-8489.203,-2370.2292,-26418.516
,3.61,-12.35,152.70001,-30520.783,15752.942,-7520.1216
,3.61,9.03,51.15,40175.176,49878.65,10178.311
,3.61,27.26,42.449997,32074.348,29339.271,22397.621
,3.61,1.77,177.6,-10885.243,456.22693,336.67282
,3.62,24.05,57.3,57568.094,89671.52,47555.113
,3.62,15.35,22.8,80159.086,33695.777,23869.324
,3.62,-37.97,116.25,-148369.86,300864.34,-261806.83
,3.62,-42.36,253.65,-9599.694,-32722.371,-31095.252
,3.62,42.33,345.45,151922.47,-39431.26,142969.5
,3.63,-66.73,176.40001,-15511.162,975.8786,-36139.83
,3.64,14.6,309.44998,18360.512,-22312.746,7526.79
,3.65,15.42,236.55,-24937.057,-37747.31,12478.339
,3.65,-50.09,271.65002,5737.2373,-199167.58,-238216.02
,3.65,-0.02,337.19998,29241.496,-12291.998,-11.069306
,3.65,15.63,64.95,19262.209,41213.996,12727.592
,3.66,29.11,231.9,-18852.2,-24043.105,17012.482
,3.66,-29.78,234.6,-68594.35,-96521.65,-67760.836
,3.67,63.06,142.95,-8370.796,6319.308,20637.795
,3.67,64.38,211.04999,-35081.156,-21120.566,85389.25
,3.67,-58.45,313.65,66758.43,-69980.89,-157517.66
,3.68,5.61,72.75,113946.33,366967.1,37743.83
,3.68,-21.17,347.4,65187.242,-14571.102,-25868.193
,3.68,-33.19,130.95,-142094.22,163749.1,-141819.38
,3.68,-16.66,325.05,33443.605,-23374.008,-12210.203
,3.68,18.53,296.85,58823.207,-116198.11,43653.168
,3.69,41.08,75.6,45281.13,176358.31,158725.45
,3.69,47.78,176.55,-40312.758,2430.3188,44508.26
,3.69,-62.51,146.25,-177684.64,118725.06,-410687.8
,3.69,53.9,9.3,106492.89,17438.88,147983.34
,3.7,-21.76,49.949997,47318.473,56292.113,-29353.576
,3.7,29.25,269.4,-378.81424,-36171.7,20258.238
,3.7,3.28,349.35,39374.133,-7404.2407,2296.0579
,3.7,-51.61,28.949999,9504.259,5257.459,-13708.694
,3.71,4.48,237.75,-11469.576,-18178.182,1684.0781
,3.71,2.44,73.5,116772.02,394215.75,17519.713
,3.71,-40.58,118.049995,-37754.105,70855.914,-68765.33
,3.72,24.11,56.25,57627.29,86245.33,46420.773
,3.72,6.41,298.8,6563.5493,-11939.059,1530.6187
,3.72,54.28,89.85,65.83117,25145.242,34967.66
,3.72,-14.17,89.1,229.05139,14580.589,-3681.7869
,3.72,43.93,316.2,187654.08,-179953.8,250461.17
,3.73,9.56,271.80002,786.1462,-25015.178,4215.12
,3.73,56.87,268.34998,-537.9046,-18673.008,28623.45
,3.73,-7.58,343.19998,113921.93,-34395.09,-15835.848
,3.73,9.73,51.75,41566.03,52726.258,11512.65
,3.73,1.89,221.55,-29507.42,-26151.9,1301.09
,3.73,-9.46,53.25,1900.4045,2544.9502,-529.23596
,3.74,19.15,245.55002,-23428.398,-51528.11,19656.305
,3.74,-10.33,27.9,69059.695,36565.223,-14243.179
,3.75,-47.1,136.04999,-46454.863,44782.676,-69437.75
,3.75,-77.39,325.35,3803.7917,-2628.9626,-20669.111
,3.75,2.71,267.0,-1518.6641,-28977.744,1373.5059
,3.76,-62.49,83.4,16907.53,146127.44,-282460.7
,3.76,-20.88,87.9,1178.4475,32138.006,-12267.693
,3.76,-66.14,126.450005,-7954.721,10769.833,-30271.16
,3.76,-7.03,97.2,-26353.473,208609.27,-25929.32
,3.76,50.28,337.80002,18572.365,-7579.238,24144.451
,3.76,25.35,331.80002,9366.16,-5022.088,5035.0044
,3.76,51.73,292.5,8900.176,-21486.914,29480.533
,3.77,-2.6,84.75,32185.48,350271.9,-15972.737
,3.77,55.9,42.6,168441.4,154889.8,337981.1
,3.77,-59.04,252.45,-14901.125,-47116.902,-82374.01
,3.77,-21.74,286.2,11031.92,-37972.1,-15767.727
,3.77,42.58,56.25,69810.336,104478.55,115465.03
,3.77,-22.41,321.6,88462.49,-70114.5,-46548.402
,3.77,-46.65,130.20001,-421977.38,499342.47,-692545.94
,3.77,15.91,309.9,45525.59,-54447.996,20230.58
,3.77,17.54,65.700005,18430.166,40818.305,14155.42
,3.78,13.73,220.34999,-40969.676,-34806.31,13134.769
,3.78,-58.85,163.35,-14699.269,4396.0137,-25383.502
,3.78,27.8,111.45,-12489.623,31788.088,18007.19
,3.78,59.04,147.75,-15345.123,9682.053,30244.967
,3.78,-9.5,311.85,46305.758,-51699.32,-11614.3955
,3.78,-70.5,107.25,-4300.0234,13848.339,-40948.344
,3.79,34.22,163.35,-23718.93,7093.4653,16837.42
,3.79,44.86,47.4,16514.43,17959.307,24279.072
,3.8,46.74,303.44998,156743.12,-237262.84,302180.62
,3.8,10.54,233.7,-37453.266,-50986.45,11771.03
,3.8,-26.8,114.75,-52047.516,112899.76,-62798.234
,3.8,53.37,289.35,7464.821,-21256.688,30302.596
,3.81,-30.56,68.850006,19890.57,51414.004,-32550.348
,3.81,-58.74,156.9,-152497.67,65045.797,-273106.88
,3.81,26.3,235.65,-22499.744,-32921.637,19707.809
,3.82,46.46,354.44998,17696.15,-1719.536,18709.504
,3.82,38.04,318.75,12387.451,-10863.51,12891.145
,3.82,46.01,264.9,-9383.282,-105137.21,109343.69
,3.82,1.98,247.8,-19235.717,-47135.688,1760.0106
,3.82,2.76,30.449999,36716.1,21584.297,2053.2222
,3.82,69.33,172.8,-35881.652,4532.906,95864.55
,3.82,36.8,139.65001,-22810.783,19379.195,22391.502
,3.83,-16.84,156.45001,-66770.21,29101.816,-22046.172
,3.83,-79.04,222.0,-17816.578,-16042.118,-123799.96
,3.83,-42.1,209.55,-92075.4,-52199.875,-95636.375
,3.84,15.96,67.2,18032.795,42898.32,13308.362
,3.84,32.29,56.1,213345.72,317491.9,241722.36
,3.84,-48.23,159.3,-16525.637,6244.5186,-19779.275
,3.84,-1.39,335.40002,43975.906,-20133.725,-1173.5879
,3.84,9.31,158.25,-1608029.8,641538.6,283818.2
,3.84,28.76,271.94998,3176.8645,-93308.39,51241.605
,3.84,-72.13,188.1,-30167.035,-4293.409,-94509.3
,3.84,-60.64,133.8,-32472.848,33862.367,-83399.23
,3.84,-21.06,273.44998,510524.06,-8468305.0,-3266776.0
,3.84,70.27,297.0,6841.605,-13427.415,42019.36
,3.85,21.77,275.84998,3726.5605,-36371.727,14601.611
,3.85,69.79,188.40001,-52175.883,-7704.668,143270.53
,3.85,-33.44,95.549995,-5869.64,60406.01,-40078.844
,3.85,-8.24,278.85,8133.7363,-52239.086,-7656.1465
,3.85,-42.29,63.45,11873.704,23763.01,-24163.25
,3.85,-64.81,56.1,7256.9604,10799.495,-27662.832
,3.85,-42.12,153.75,-20975.271,10343.857,-21146.715
,3.85,15.66,239.09999,-5498.608,-9187.496,3001.603
,3.85,-51.07,86.85,665.7216,12096.677,-14998.1875
,3.85,-48.54,189.45,-26366.123,-4388.524,-30254.012
