object_id,name,is_primary
dso/cygnus_x_1,Hvězdná černá díra,0
dso/double_cluster,Dvojitá hvězdokupa,1
dso/double_cluster,h a χ Persei,0
dso/double_cluster,NGC 869 & NGC 884,0
dso/eta_carinae_nebula,Mlhovina Eta Carinae,1
dso/eta_carinae_nebula,Mlhovina v Kýlu,0
dso/exposed_cranium_nebula,Mlhovina Exponovaná lebka,1
dso/ghost_of_jupiter,Duch Jupitera,1
dso/hdf,Hubbleovo hluboké pole,1
dso/hdf,Hubbleovo hluboké pole,0
dso/helix_nebula,Helixová mlhovina,1
dso/helix_nebula,Boží oko,0
dso/hyades,Hyády,1
dso/jewel_box,Klenotnice,1
dso/jewel_box,Herschelova klenotnice,0
dso/jewel_box,Hvězdokupa Kappa Crucis,0
dso/lmc,Velké Magellanovo mračno,1
dso/lmc,Velký Magellanův oblak,0
dso/m1,Krabí mlhovina,1
dso/m101,Galaxie Větrník,1
dso/m102,Galaxie Vřeteno,1
dso/m104,Galaxie Sombrero,1
dso/m11,Hvězdokupa Divoká kachna,1
dso/m13,Kulová hvězdokupa Herkules,1
dso/m13,Kulová hvězdokupa v Herkulovi,0
dso/m16,Orlí mlhovina,1
dso/m20,Mlhovina Trifid,1
dso/m24,Hvězdný oblak Střelce,1
dso/m27,Mlhovina Činka,1
dso/m31,Galaxie Andromeda,1
dso/m33,Galaxie v Trojúhelníku,1
dso/m42,Mlhovina Orion,1
dso/m43,Mlhovina De Mairan,1
dso/m44,Hvězdokupa Včelí úl,1
dso/m44,Jesličky,0
dso/m45,Plejády,1
dso/m45,Sedm sester,0
dso/m51,Vírová galaxie,1
dso/m57,Prstencová mlhovina,1
dso/m6,Motýlí hvězdokupa,1
dso/m63,Galaxie Slunečnice,1
dso/m64,Galaxie Černé oko,1
dso/m7,Ocas štíra,1
dso/m7,Ptolemaiova hvězdokupa,0
dso/m74,Galaxie Fantom,1
dso/m76,Malá mlhovina Činka,1
dso/m8,Mlhovina Laguna,1
dso/m81,Bodeho galaxie,1
dso/m82,Galaxie Cigareta,1
dso/m83,Jižní Větrník,1
dso/m97,Mlhovina Soví oko,1
dso/ngc_6543,Mlhovina Kočičí oko,1
dso/north_america_nebula,Mlhovina Severní Amerika,1
dso/omega_centauri,Kulová hvězdokupa Omega Centauri,1
dso/omega_centauri,ω Centauri,0
dso/saturn_nebula,Saturnova mlhovina,1
dso/sculptor_galaxy,Galaxie Sochař,1
dso/sculptor_galaxy,Galaxie Stříbrného dolaru,0
dso/sculptor_galaxy,Galaxie Stříbrné mince,0
dso/sgr_a_star,Sgr A*,1
dso/sgr_a_star,Černá díra,0
dso/sgr_a_star,Galaktické centrum,0
dso/smc,Malý Magellanův oblak,1
dso/smc,Nubecula Minor,0
dso/t_crb,T Coronae Borealis,1
dso/t_crb,Hvězda Blaze,0
dso/tarantula_nebula,Mlhovina Tarantule,1
dso/tarantula_nebula,30 Doradus,0
dso/willman_1,Willman 1,1
dso/willman_1,Galaxie Beth Willmanové,0
moon/callisto,Kallisto,1
moon/ganymede,Ganymedes,1
moon/phobos,Fobos,1
planet/mercury,Merkur,1
planet/moon,Měsíc,1
planet/neptune,Neptun,1
planet/sun,Slunce,1
planet/uranus,Uran,1
planet/venus,Venuše,1
shower/aquariids,Éta Aquaridy,1
shower/deltaaquariids,Jižní Delta Aquaridy,1
shower/geminids,Geminidy,1
shower/leonids,Leonidy,1
shower/lyrids,Lyridy,1
shower/orionids,Orionidy,1
shower/perseids,Perseidy,1
shower/puppidvelids,Pí Puppidy,1
shower/quadrantids,Kvadrantidy,1
shower/ursids,Ursidy,1
star/arcturus,Arktur,1
star/diphda,Deneb Kaitos,1
star/e_lyrae,Epsylon Lyrae,1
star/polaris,Polárka,1
star/polaris,Severka,0
star/polaris,Polárka,0
star/rigil_kentaurus_a,Alfa Centauri,1
star/rigil_kentaurus_a,Rigil Kentaurus A,0
star/rigil_kentaurus_a,Rigel Kentaurus A,0
star/rigil_kentaurus_a,Rigil Kent,0
star/sirius,Sírius,1
star/sirius,Psí hvězda,0
